Event Identifier,Event Name,First Year,Last Year,Primary Genre,Venue Identifier,Venue Name,Suburb,Latitude,Longitude
84400,"An Actor Out of Luck",1866,1866,Theatre - Spoken Word,19180,"Princess's Theatre and Opera House (1857-1886)",Melbourne,-37.810729,144.972464
84401,"Acis and Galatea or, The Nimble Nymph and the Terrible Troglodyte",1886,1886,Music Theatre,19676,"St. George's Hall",Melbourne,-37.81306,144.96655
84405,"Tip",1977,1977,Dance,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
84410,"Ngurrumilmarrmiriyu (Wrong Skin)",2010,2010,Dance,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
84415,"The Chooky Dancers",2009,2009,Dance,655,"Hi Fi Bar and Ballroom",Melbourne,-37.814725,144.965902
84416,"The Chooky Dancers",2009,2009,Dance,3119,"Melbourne Museum",Carlton,-37.803871,144.971675
84425,"Tatry",1971,1971,Dance,4006,"Melbourne",Melbourne,-37.8136,144.9631
84432,"Africa",1978,1978,Music Theatre,2738,"Victorian College of Arts, Grant Street Theatre",Southbank,-37.826505,144.966828
84433,"Africa",1974,1974,Music Theatre,13537,"Sunbury Pop Festival",Sunbury,-37.601098,144.741314
84773,"The Kursk",2009,2009,Theatre - Spoken Word,4141,"Clocktower Centre",Moonee Ponds,-37.765956,144.924604
84774,"The Kursk",2009,2009,Theatre - Spoken Word,3355,"West Gippsland Arts Centre",Warragul,-38.15906,145.93337
84775,"The Kursk",2009,2009,Theatre - Spoken Word,3122,"Westside Performing Arts Centre",Mooroopna,-36.381277,145.352282
84776,"The Kursk",2009,2009,Theatre - Spoken Word,4037,"Kyneton Town Hall",Kyneton,-37.247253,144.453379
84777,"The Kursk",2009,2009,Theatre - Spoken Word,10398,"Wellington Entertainment Centre",Sale,-38.111789,147.063703
84778,"The Kursk",2009,2009,Theatre - Spoken Word,143,"Her Majesty's Theatre",Ballarat,-37.56269,143.857598
84779,"The Kursk",2009,2009,Theatre - Spoken Word,11363,"Portland Arts Centre",Portland,-38.35268,141.60605
84786,"The Kursk",2009,2009,Theatre - Spoken Word,3356,"Warrnambool Regional Performing Arts Centre",Warrnambool,-38.385446,142.481792
84787,"The Kursk",2009,2009,Theatre - Spoken Word,3358,"The Capital - Bendigo's Performing Arts Centre",Bendigo,-36.757412,144.276222
84788,"The Kursk",2009,2009,Theatre - Spoken Word,3823,"Wyndham Cultural Centre",Werribee,-37.903691,144.657544
84789,"The Kursk",2009,2009,Theatre - Spoken Word,11068,"Drum Theatre",Dandenong,-37.987832,145.214649
84790,"The Kursk",2009,2009,Theatre - Spoken Word,3587,"Colac Otways Performing Arts and Cultural Centre",Colac,-38.342413,143.586909
84852,"Aladdin, being an Old Version of a New Lamp ",1890,1891,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
84866,"Ace",1981,1981,Theatre - Spoken Word,82,"Universal Theatre",North Fitzroy,-37.798606,144.975634
84867,"Ace II",1983,1983,Theatre - Spoken Word,82,"Universal Theatre",North Fitzroy,-37.798606,144.975634
84873,"Fastest Boy in the World",2010,2010,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
84897,"Agapemone, or The Three Innocents",1880,1880,Theatre - Spoken Word,13597,"The People's Theatre",Melbourne,-37.810729,144.972464
84943,"Special Delivery",2010,2010,Music Theatre,3607,"Mildura Arts Centre",Mildura,-34.178286,142.16044
84944,"Special Delivery",2010,2010,Music Theatre,3358,"The Capital - Bendigo's Performing Arts Centre",Bendigo,-36.757412,144.276222
84945,"Special Delivery",2010,2010,Music Theatre,3587,"Colac Otways Performing Arts and Cultural Centre",Colac,-38.342413,143.586909
84946,"Special Delivery",2010,2010,Music Theatre,3823,"Wyndham Cultural Centre",Werribee,-37.903691,144.657544
84947,"Special Delivery",2010,2010,Music Theatre,2708,"Frankston Arts Centre",Frankston,-38.146162,145.123225
84948,"Special Delivery",2010,2010,Music Theatre,10398,"Wellington Entertainment Centre",Sale,-38.111789,147.063703
84993,"The After-Dinner Mints",1983,1983,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
85090,"La Traviata",2008,2008,Music Theatre,13615,"Royal Mail Hotel Lawn",Dunkeld,-37.6491777,142.3396794
85095,"La Traviata",2008,2008,Music Theatre,3695,"The Paramount",Echuca,-36.130032,144.748838
85096,"La Traviata",2008,2008,Music Theatre,13617,"Cultural Centre",Cowes,-38.452093,145.240059
85097,"La Traviata",2008,2008,Music Theatre,13618,"Athenaeum Club",Melbourne,-37.814443,144.970942
85098,"La Traviata",2008,2008,Music Theatre,13619,"The Warehouse",Derrimut,-37.803226,144.780458
85112,"La Traviata",2008,2008,Music Theatre,13626,"Casterton Town Hall",Casterton,-37.584764,141.405278
85123,"Albert Names Edward",1976,1976,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
85125,"Alfred the Incredible Sheepboy",1972,1972,Theatre - Spoken Word,2813,"Pram Factory",Carlton,-37.798284,144.968888
85126,"Alfred the Incredible Sheepboy",1972,1972,Theatre - Spoken Word,4006,"Melbourne",Melbourne,-37.8136,144.9631
85133,"Pigs, Bears and Billy Goats Gruff",2009,2009,Music Theatre,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
85414,"Y2K",2008,2008,Theatre - Spoken Word,13667,"Glen Waverley",Glen Waverley,-37.87487226,145.1672503
85444,"Pieces For Small Spaces",2008,2008,Dance,22109,"Lucy Guerin Inc Studio",West Melbourne,-37.810323,144.952292
85445,"First Run",2008,2008,Dance,22109,"Lucy Guerin Inc Studio",West Melbourne,-37.810323,144.952292
85446,"First Run",2008,2008,Dance,22109,"Lucy Guerin Inc Studio",West Melbourne,-37.810323,144.952292
85448,"King Victoria Drag Kings",2008,2008,Theatre - Spoken Word,13669,"Opium Den",Abbotsford,-37.80196,144.993011
85449,"Pink Shorts",2008,2008,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
85454,"Tiwi Islands Gay And Sista Girls",2008,2008,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
85455,"Tranzlesbian Gendermash",2008,2008,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
85456,"Upstart Alley",2008,2008,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
85457,"Your Life As A Dyke",2008,2008,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
85458,"Domestic Bliss",2008,2008,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
85459,"Carni Lingus",2008,2008,Theatre - Spoken Word,13670,"Glasshouse Hotel",Collingwood,-37.80481,144.988578
85460,"Poetry Outloud Slam",2008,2008,Theatre - Spoken Word,13670,"Glasshouse Hotel",Collingwood,-37.80481,144.988578
85461,"Live At The Glasshouse",2008,2008,Other,13670,"Glasshouse Hotel",Collingwood,-37.80481,144.988578
85462,"Reuben Krum In Crass, Vulgar And In Very Poor Taste",2008,2008,Music Theatre,3274,"The Butterfly Club",South Melbourne,-37.83412,144.96029
85463,"Bite Me",2008,2008,Other,3274,"The Butterfly Club",South Melbourne,-37.83412,144.96029
85464,"I Am Glace Chase",2008,2008,Theatre - Spoken Word,3274,"The Butterfly Club",South Melbourne,-37.83412,144.96029
85465,"Sweet & Tender Hooligan",2008,2008,Theatre - Spoken Word,3274,"The Butterfly Club",South Melbourne,-37.83412,144.96029
85466,"Lay Down And Love Me Again",2008,2008,Theatre - Spoken Word,3274,"The Butterfly Club",South Melbourne,-37.83412,144.96029
85467,"A Tribute To Poppins",2008,2008,Theatre - Spoken Word,3274,"The Butterfly Club",South Melbourne,-37.83412,144.96029
85468,"Dr Sketchy's Anti-Art School",2008,2008,Music Theatre,3274,"The Butterfly Club",South Melbourne,-37.83412,144.96029
85484,"Beautiful People (don't travel economy)",2008,2008,Theatre - Spoken Word,13672,"The Artery",Fitzroy,-37.8015483,144.9774833
85485,"The Laugh Out Loud Big Gay Comedy Night",2008,2008,Theatre - Spoken Word,13672,"The Artery",Fitzroy,-37.8015483,144.9774833
85486,"Now Boarding",2008,2008,Theatre - Spoken Word,13672,"The Artery",Fitzroy,-37.8015483,144.9774833
85487,"RE(A)D",2008,2008,Theatre - Spoken Word,2986,"Dantes",Fitzroy,-37.806139,144.979632
85488,"Come As You Are: Come Harder",2008,2008,Theatre - Spoken Word,2986,"Dantes",Fitzroy,-37.806139,144.979632
85489,"Tim McKew Toasts Noel Coward",2008,2008,Theatre - Spoken Word,3274,"The Butterfly Club",South Melbourne,-37.83412,144.96029
85490,"Rewind",2008,2008,Theatre - Spoken Word,11459,"Vibe Bar",Fitzroy,-37.805312,144.98297
85491,"Ladytrix",2008,2008,Theatre - Spoken Word,13673,"Crystal T's",Brunswick,-37.7615452,144.9631064
85492,"Bare",2008,2008,Music Theatre,653,"Cromwell Road Theatre",South Yarra,-37.844763,144.999692
85493,"Coles Girls - Returns",2008,2008,Music Theatre,11193,"Northcote Town Hall",Northcote,-37.774791,144.997699
85494,"Fruity Tang",2008,2008,Theatre - Spoken Word,2986,"Dantes",Fitzroy,-37.806139,144.979632
85495,"Human Resources",2008,2008,Theatre - Spoken Word,653,"Cromwell Road Theatre",South Yarra,-37.844763,144.999692
85496,"Monte By Moon Light",2008,2008,Theatre - Spoken Word,4560,"The Commercial Hotel",Yarraville,-37.816419,144.899162
85497,"Buzzing Bee Circus",2008,2008,Theatre - Spoken Word,3119,"Melbourne Museum",Carlton,-37.803871,144.971675
85498,"Fairytales With A Twist",2008,2008,Theatre - Spoken Word,12034,"Banyule Theatre",Heidelberg,-37.750193,145.08123
85499,"Night Song",2008,2008,Theatre - Spoken Word,13674,"Intensive Culture Unit",Castlemaine,-37.051447,144.219315
85500,"Lit From Within",2008,2008,Theatre - Spoken Word,13674,"Intensive Culture Unit",Castlemaine,-37.051447,144.219315
85501,"The Drought Within",2008,2008,Theatre - Spoken Word,13674,"Intensive Culture Unit",Castlemaine,-37.051447,144.219315
85502,"Deluge",2008,2008,Theatre - Spoken Word,13674,"Intensive Culture Unit",Castlemaine,-37.051447,144.219315
85503,"Posted - It's What Was Written!",2008,2008,Theatre - Spoken Word,13674,"Intensive Culture Unit",Castlemaine,-37.051447,144.219315
85504,"Uke 'n Dance",2008,2008,Theatre - Spoken Word,13674,"Intensive Culture Unit",Castlemaine,-37.051447,144.219315
85506,"The Wall",2008,2008,Theatre - Spoken Word,11362,"Arts House North Melbourne Town Hall",North Melbourne,-37.803053,144.949634
85507,"The Seal Wife",2008,2008,Theatre - Spoken Word,13675,"Point Ritchie",Warrnambool,-38.40178,142.50795
85511,"Chopped Liver",2008,2008,Theatre - Spoken Word,11883,"Dame Phyllis Frost Centre",Deer Park,-37.779782,144.736742
85512,"Chopped Liver",2008,2008,Theatre - Spoken Word,13678,"Melbourne Youth Justice Centre",Parkville,-37.777399,144.943106
85513,"Chopped Liver",2008,2008,Theatre - Spoken Word,13679,"Barwon Prison",Lara,-37.980946,144.347991
85514,"Chopped Liver",2008,2008,Theatre - Spoken Word,13680,"Marngoneet Prison",Lara,-37.980946,144.347991
85515,"Chopped Liver",2008,2008,Theatre - Spoken Word,13681,"Port Phillip Prison",Truganina,-37.82903,144.75302
85516,"Chopped Liver",2008,2008,Theatre - Spoken Word,13682,"Sandringham College",Sandringham,-37.956991,145.024678
85517,"Chopped Liver",2008,2008,Theatre - Spoken Word,13683,"Wesley College",Melbourne,-37.848472,144.980041
85518,"Chopped Liver",2008,2008,Theatre - Spoken Word,13684,"Loddon Prison",Castlemaine,-37.07639,144.22986
85519,"Chopped Liver",2008,2008,Theatre - Spoken Word,13685,"Tarrengower Prison",Maldon,-36.961863,144.102622
85520,"Chopped Liver",2008,2008,Theatre - Spoken Word,13686,"Malmsbury Youth Justice Centre",Malmsbury,-37.190003,144.392856
85521,"Chopped Liver",2008,2008,Theatre - Spoken Word,13687,"College Of Koorie Education",Glenroy,-37.699595,144.920321
85522,"Chopped Liver",2008,2008,Theatre - Spoken Word,13688,"Harmsworth Hall",Collingwood,-37.8020741,144.990599
85523,"Chopped Liver",2008,2008,Theatre - Spoken Word,10993,"Ashwood College",Ashwood,-37.863154,145.10289
85524,"Chopped Liver",2008,2008,Theatre - Spoken Word,11068,"Drum Theatre",Dandenong,-37.987832,145.214649
85525,"Chopped Liver",2008,2008,Theatre - Spoken Word,13689,"Northland Secondary College",Preston East,-37.738165,145.025024
85526,"Chopped Liver",2008,2008,Theatre - Spoken Word,13690,"La Trobe University (Bendigo Flora Hill Campus)",Flora Hill,-36.77874,144.30058
85527,"Chopped Liver",2008,2008,Theatre - Spoken Word,13691,"Dhurringile Prison",Murchison,-36.5848898,145.2238296
85528,"Chopped Liver",2008,2008,Theatre - Spoken Word,13692,"The Grange College",Hoppers Crossing,-37.859129,144.67851
85529,"Chopped Liver",2008,2008,Theatre - Spoken Word,13693,"Ararat Prison",Ararat,-37.27565,142.98113
85530,"Chopped Liver",2008,2008,Theatre - Spoken Word,4668,"Courthouse Youth Arts Centre",Geelong,-38.147626,144.357803
85531,"Chopped Liver",2008,2008,Theatre - Spoken Word,13694,"Glenroy Neighbourhood Learning Centre",Glenroy,-37.704678,144.921791
85532,"Chopped Liver",2008,2008,Theatre - Spoken Word,13695,"Fulham Correctional Centre",Fulham,-38.115951,146.974111
85533,"Chopped Liver",2008,2008,Theatre - Spoken Word,13696,"College Of Koorie Education",Morwell,-38.232261,146.405645
85534,"Chopped Liver",2008,2008,Theatre - Spoken Word,13697,"College Of Koorie Education",Mildura,-34.207652,142.1652
85535,"Chopped Liver",2008,2008,Theatre - Spoken Word,13698,"Murray Valley Aboriginal Community Hall",Robinvale,-34.582439,142.778743
85536,"Chopped Liver",2008,2008,Theatre - Spoken Word,13699,"Aboriginal Health Service",Swan Hill,-35.332688,143.555316
85537,"Chopped Liver",2008,2008,Theatre - Spoken Word,13700,"Rumbalara Football/Netball Club",Shepparton,-36.3529514,145.3996204
85567,"Jacky Jacky in the Box",2008,2008,Theatre - Spoken Word,13727,"The Atrium, Federation Square",Melbourne,-37.817798,144.968714
85568,"Moving South",2008,2008,Dance,648,"Dancehouse",North Carlton,-37.792265,144.970458
85569,"Coming Out 2008",2008,2008,Dance,648,"Dancehouse",North Carlton,-37.792265,144.970458
85570,"Dance For La Mama",2008,2008,Dance,648,"Dancehouse",North Carlton,-37.792265,144.970458
85572,"The Three Belles",2008,2008,Theatre - Spoken Word,13728,"Night Arts Market",Geelong,-38.147255,144.356596
85573,"The Spheres",2008,2008,Other,13729,"Davey & Young Streets",Frankston,-38.146312,145.122381
85575,"The Field",2007,2007,Other,13731,"Moonambel Recreation Reserve",Moonambel,-36.987434,143.302905
85595,"Who's Holding My Dream",2008,2008,Theatre - Spoken Word,633,"The Butter Factory Theatre",Wodonga,-36.093563,146.9035
85596,"Hissy Fit",2008,2008,Theatre - Spoken Word,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
85597,"The Navigator",2008,2008,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
85598,"Desert Island Dances",2008,2008,Dance,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
85599,"An Oak Tree",2008,2008,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
85600,"England",2008,2008,Theatre - Spoken Word,10282,"National Gallery of Victoria",Melbourne,-37.822488,144.969732
85601,"Book of Longing",2008,2008,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
85602,"7 Important Things",2008,2008,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
85603,"A Largely Fanciful History of the Spiegeltent",2008,2008,Theatre - Spoken Word,10717,"The Famous Spiegeltent",Melbourne,-37.82144,144.96884
85604,"El Automovil Gris (The Grey Automobile)",2008,2008,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
85605,"Newsboys",2008,2008,Theatre - Spoken Word,4006,"Melbourne",Melbourne,-37.8136,144.9631
85606,"Romeo & Juliet",2008,2008,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
85607,"That Night Follows Day",2008,2008,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
85608,"The Big Game",2008,2008,Theatre - Spoken Word,160,"Arts House Meat Market",North Melbourne,-37.801539,144.953791
85609,"The Go Show",2008,2008,Theatre - Spoken Word,13748,"Footscray Train Station",Footscray,-37.801097,144.903174
85610,"Happy Hour",2008,2008,Dance,160,"Arts House Meat Market",North Melbourne,-37.801539,144.953791
85611,"Next Wave Festival Club",2008,2008,Theatre - Spoken Word,13114,"Mercat Cross Hotel",Melbourne,-37.807745,144.958336
85612,"Four Rogues",2008,2008,Theatre - Spoken Word,160,"Arts House Meat Market",North Melbourne,-37.801539,144.953791
85613,"Six Minute Soul Mate",2008,2008,Theatre - Spoken Word,13749,"The Carlton Hotel",Melbourne,-37.8129707,144.9676303
85614,"Urgent",2008,2008,Theatre - Spoken Word,22,"Carlton Courthouse",Carlton,-37.797696,144.968686
85615,"A Bolt Short Of Climate Change",2008,2008,Theatre - Spoken Word,4368,"The Lounge",Melbourne,-37.812255,144.964811
85616,"A Record or an OBE",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85617,"Traces Of Nut",2008,2008,Theatre - Spoken Word,11847,"Portland Hotel",Melbourne,-37.813666,144.968215
85618,"Humans Anonymous",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85619,"Aesop's Fables",2008,2008,Theatre - Spoken Word,11203,"Umbrella Revolution",Melbourne,-37.817798,144.968714
85620,"The After Party",2008,2008,Theatre - Spoken Word,13750,"The Exford Hotel",Melbourne,-37.8118035,144.9674196
85621,"Akmal",2008,2008,Theatre - Spoken Word,661,"Forum Theatre",Melbourne,-37.816627,144.969576
85622,"Idiot Wind",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85623,"Ali McGregor's Late-Nite Variety-Nite Night",2008,2008,Music Theatre,13751,"Le Cascadeur",Federation Square,-37.817798,144.968714
85624,"Lullabies for the Angkor Orphanage",2008,2008,Theatre - Spoken Word,11203,"Umbrella Revolution",Melbourne,-37.817798,144.968714
85625,"Alien Sex Party",2008,2008,Theatre - Spoken Word,4714,"F4, Hub Arcade",Melbourne,-37.814973,144.964078
85626,"All Nations, All Comedy!",2008,2008,Theatre - Spoken Word,13752,"All Nations Bar",Melbourne,-37.820762,144.955455
85627,"The Jinglists",2008,2008,Theatre - Spoken Word,13390,"Bosco Theatre",Melbourne,-37.816221,144.964079
85628,"Starkers",2008,2008,Theatre - Spoken Word,661,"Forum Theatre",Melbourne,-37.816627,144.969576
85629,"Gobbeldygook",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85630,"Andrew Gannon for a Night: I'm Lying to Your Mother",2008,2008,Theatre - Spoken Word,11262,"Glitch Bar and Cinema",North Fitzroy,-37.780412,144.986599
85631,"Andrew McClelland's Guide to Being a Modern Gentleman",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85632,"Only Human",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85633,"Angelo Tsarouchas",2008,2008,Theatre - Spoken Word,10912,"The Palms",Southbank,-37.824314,144.956852
85634,"Anh Do Live",2008,2008,Theatre - Spoken Word,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
85635,"Anna Joy - The Pilgrim's Regress",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85636,"Gay Conversion School Drop Out Volume 2",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85637,"Unrepentant",2008,2008,Theatre - Spoken Word,13753,"European Bier Cafe",Melbourne,-37.812911,144.971095
85638,"Antics",2008,2008,Theatre - Spoken Word,11358,"Gertrudes Brown Couch",Fitzroy,-37.8055623,144.9752068
85639,"Arctic Comedy",2008,2008,Theatre - Spoken Word,11847,"Portland Hotel",Melbourne,-37.813666,144.968215
85640,"Take Your Time",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85641,"New And Improved",2008,2008,Theatre - Spoken Word,661,"Forum Theatre",Melbourne,-37.816627,144.969576
85642,"Cellar Door",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85643,"Take the L Out of Lover",2008,2008,Music Theatre,659,"Manchester Lane",Melbourne,-37.81663,144.966184
85644,"Axed",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85645,"The Axis of Awesome Comeback Spectacular!",2008,2008,Theatre - Spoken Word,11847,"Portland Hotel",Melbourne,-37.813666,144.968215
85646,"BLANK the musical",2008,2008,Theatre - Spoken Word,9,"RMIT University, Kaleide Theatre",Melbourne,-37.8087218,144.963636
85647,"The Ballad Of Rodger And Grace",2008,2008,Theatre - Spoken Word,13390,"Bosco Theatre",Melbourne,-37.816221,144.964079
85648,"Beautiful People (don't travel economy)",2008,2008,Theatre - Spoken Word,11193,"Northcote Town Hall",Northcote,-37.774791,144.997699
85649,"Beauty and the Beast",2008,2008,Theatre - Spoken Word,11574,"The Toff in Town",Melbourne,-37.812056,144.965115
85650,"If You Can Read This, My Cape Fell Off",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85651,"The Un-Civil Servant",2008,2008,Theatre - Spoken Word,11229,"FAD Gallery",Melbourne,-37.811245,144.968429
85652,"Best Of British",2008,2008,Theatre - Spoken Word,13750,"The Exford Hotel",Melbourne,-37.8118035,144.9674196
85653,"Best of the Edinburgh Fest",2008,2008,Theatre - Spoken Word,3117,"RMIT University, Capitol Theatre (1999 -)",Melbourne,-37.814996,144.966029
85654,"The Big Laugh Out at the Collingwood Children's Farm",2008,2008,Theatre - Spoken Word,2750,"Collingwood Childrens Farm",Abbotsford,-37.80273,145.005422
85655,"Episodes of Significant Timing",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85656,"Bill Hicks: Slight Return",2008,2008,Theatre - Spoken Word,11263,"Swiss Club",Melbourne,-37.815319,144.971339
85657,"This Is Not a Shoe",2008,2008,Music Theatre,13754,"Cherry Bar",Melbourne,-37.815451,144.970892
85658,"Celebrity Theatresports",2008,2008,Theatre - Spoken Word,700,"National Theatre",St Kilda,-37.866959,144.980955
85659,"Hating Alison Bice",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85660,"Thirteen Ducks",2008,2008,Theatre - Spoken Word,658,"Victoria Hotel",Melbourne,-37.814135,144.966837
85661,"The Choco Comedy Tour",2008,2008,Theatre - Spoken Word,3102,"The Comics Lounge",North Melbourne,-37.804574,144.949609
85662,"Chopper's F*ckin' Bingo",2008,2008,Theatre - Spoken Word,13390,"Bosco Theatre",Melbourne,-37.816221,144.964079
85663,"Cinema Fiasco",2008,2008,Theatre - Spoken Word,13755,"Astor Cinema",St Kilda,-37.857906,144.991994
85664,"Storybook",2008,2008,Theatre - Spoken Word,13390,"Bosco Theatre",Melbourne,-37.816221,144.964079
85665,"Class Clowns National Grand Final",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85666,"CockBagg's National Identity Crisis: Can You Pass the Test?",2008,2008,Theatre - Spoken Word,13750,"The Exford Hotel",Melbourne,-37.8118035,144.9674196
85667,"Comedy Club For Kids",2008,2008,Theatre - Spoken Word,13390,"Bosco Theatre",Melbourne,-37.816221,144.964079
85668,"The Comedy Collective: A Smorgasboard of Hilarious Comedy Shows",2008,2008,Theatre - Spoken Word,13756,"Victoria University (Melbourne Campus)",Melbourne,-37.817468,144.964009
85669,"Comedy Showbag",2008,2008,Theatre - Spoken Word,11853,"Three Degrees",Melbourne,-37.812281,144.962257
85670,"The Comedy Zone",2008,2008,Theatre - Spoken Word,658,"Victoria Hotel",Melbourne,-37.814135,144.966837
85671,"Death By Funny",2008,2008,Theatre - Spoken Word,9,"RMIT University, Kaleide Theatre",Melbourne,-37.8087218,144.963636
85672,"Comics Live in Your Lounge",2008,2008,Theatre - Spoken Word,3102,"The Comics Lounge",North Melbourne,-37.804574,144.949609
85673,"Cop Shop",2008,2008,Theatre - Spoken Word,13670,"Glasshouse Hotel",Collingwood,-37.80481,144.988578
85674,"Out Of Order",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85675,"Mixing Pop and Politics",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85676,"Creative Space - The Ultimate Advertising Agency",2008,2008,Theatre - Spoken Word,13757,"Carringbush Hotel",Abbotsford,-37.8072365,144.9934795
85677,"Damian Callinan Calls Last Drinks",2008,2008,Theatre - Spoken Word,658,"Victoria Hotel",Melbourne,-37.814135,144.966837
85678,"British Comedian, Crowd Pleaser",2008,2008,Theatre - Spoken Word,11869,"Elephant and Wheelbarrow",Melbourne,-37.811971,144.970272
85679,"The Impotent Fury Of The Privileged",2008,2008,Theatre - Spoken Word,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
85680,"Wistful Thinking",2008,2008,Theatre - Spoken Word,661,"Forum Theatre",Melbourne,-37.816627,144.969576
85681,"Yeah Yeah Yeah Yeah",2008,2008,Theatre - Spoken Word,11847,"Portland Hotel",Melbourne,-37.813666,144.968215
85682,"Coming Soon...",2008,2008,Theatre - Spoken Word,11847,"Portland Hotel",Melbourne,-37.813666,144.968215
85683,"Daylight Savings For The Doomsday Clock",2008,2008,Theatre - Spoken Word,13751,"Le Cascadeur",Federation Square,-37.817798,144.968714
85684,"Dave Hughes Is Cranky",2008,2008,Theatre - Spoken Word,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
85685,"Dave Jory is The Zodiac",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85686,"Dave Thornton in Info",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85687,"It's David O'Doherty Time",2008,2008,Theatre - Spoken Word,655,"Hi Fi Bar and Ballroom",Melbourne,-37.814725,144.965902
85688,"Kathleen Grace",2008,2008,Theatre - Spoken Word,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
85689,"Deadly Funny",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85690,"Now Boarding",2008,2008,Theatre - Spoken Word,13758,"The British Crown",Collingwood,-37.807718,144.982961
85691,"Sell Out",2008,2008,Theatre - Spoken Word,11229,"FAD Gallery",Melbourne,-37.811245,144.968429
85692,"How to Get Almost Anyone to Want to Sleep with You",2008,2008,Theatre - Spoken Word,158,"Trades Hall",Carlton South,-37.806332,144.966235
85693,"The Delusionists in Everything That Ever Happened, Ever",2008,2008,Theatre - Spoken Word,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
85694,"Des Bishop",2008,2008,Theatre - Spoken Word,655,"Hi Fi Bar and Ballroom",Melbourne,-37.814725,144.965902
85695,"Super Musikant",2008,2008,Music,158,"Trades Hall",Carlton South,-37.806332,144.966235
85696,"Earth Mother to MILF",2008,2008,Theatre - Spoken Word,13759,"Cafe 396",Melbourne,-37.815697,144.961593
85697,"Eaton Alive",2008,2008,Theatre - Spoken Word,4714,"F4, Hub Arcade",Melbourne,-37.814973,144.964078
